	Group	Feature	KW	Group1	Group2	p	q
0	E_d7	Methanomicrobium	0.04974724741794365	Trt2	Trt4	0.2561796261420456	0.36597089448863657
1	E_d7	Methanomicrobium	0.04974724741794365	Trt2	Trt1	0.2561796261420456	0.36597089448863657
2	E_d7	Methanomicrobium	0.04974724741794365	Trt2	Trt5	0.18859344218176333	0.36597089448863657
3	E_d7	Methanomicrobium	0.04974724741794365	Trt2	Trt3	0.1692825080005217	0.36597089448863657
4	E_d7	Methanomicrobium	0.04974724741794365	Trt4	Trt1	0.02315095198524634	0.07716983995082113
5	E_d7	Methanomicrobium	0.04974724741794365	Trt4	Trt5	0.8577144806607083	0.9523456446736592
6	E_d7	Methanomicrobium	0.04974724741794365	Trt4	Trt3	0.8110701293339075	0.9523456446736592
7	E_d7	Methanomicrobium	0.04974724741794365	Trt1	Trt5	0.014276948952934444	0.07138474476467221
8	E_d7	Methanomicrobium	0.04974724741794365	Trt1	Trt3	0.012073797243122887	0.07138474476467221
9	E_d7	Methanomicrobium	0.04974724741794365	Trt5	Trt3	0.9523456446736592	0.9523456446736592
10	E_d7	Methanobrevibacter	0.09531077378816558	-	-	-	-
11	E_d7	Methanomethylophilaceae uncl	0.07842809290555278	-	-	-	-
12	E_d7	Candidatus Methanomethylophilus	0.47139181376955963	-	-	-	-
13	E_d7	Methanimicrococcus	0.009380549569571317	Trt2	Trt4	0.042010300543670144	0.14003433514556715
14	E_d7	Methanimicrococcus	0.009380549569571317	Trt2	Trt1	0.7197159185437577	0.7197159185437577
15	E_d7	Methanimicrococcus	0.009380549569571317	Trt2	Trt5	0.0013759782195226329	0.013759782195226328
16	E_d7	Methanimicrococcus	0.009380549569571317	Trt2	Trt3	0.11299587682015182	0.1883264613669197
17	E_d7	Methanimicrococcus	0.009380549569571317	Trt4	Trt1	0.09401674277772612	0.1883264613669197
18	E_d7	Methanimicrococcus	0.009380549569571317	Trt4	Trt5	0.24352345295195488	0.30440431618994357
19	E_d7	Methanimicrococcus	0.009380549569571317	Trt4	Trt3	0.6537576735467665	0.7197159185437577
20	E_d7	Methanimicrococcus	0.009380549569571317	Trt1	Trt5	0.004499986224807982	0.02249993112403991
21	E_d7	Methanimicrococcus	0.009380549569571317	Trt1	Trt3	0.22018682150472246	0.30440431618994357
22	E_d7	Methanimicrococcus	0.009380549569571317	Trt5	Trt3	0.10635982005672104	0.1883264613669197
23	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt2	Trt4	0.3700277116622618	0.41114190184695754
24	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt2	Trt1	0.33897984397912195	0.41114190184695754
25	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt2	Trt5	0.04216493125336296	0.15984772326885952
26	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt2	Trt3	0.30965590304585666	0.41114190184695754
27	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt4	Trt1	0.06393908930754381	0.15984772326885952
28	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt4	Trt5	0.2561796261420456	0.41114190184695754
29	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt4	Trt3	0.9048611294504482	0.9048611294504482
30	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt1	Trt5	0.0028074384620020137	0.028074384620020137
31	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt1	Trt3	0.04859508699288883	0.15984772326885952
32	E_d7	Methanomethylophilaceae	0.037412888636654276	Trt5	Trt3	0.30965590304585666	0.41114190184695754
33	FL_d7	Methanomicrobium	0.09105628995953421	-	-	-	-
34	FL_d7	Methanobrevibacter	0.3687173791533606	-	-	-	-
35	FL_d7	Methanomethylophilaceae uncl	0.3723224717006436	-	-	-	-
36	FL_d7	Candidatus Methanomethylophilus	0.7541449957362789	-	-	-	-
37	FL_d7	Methanimicrococcus	0.2632739930458141	-	-	-	-
38	FL_d7	Methanomethylophilaceae	0.49340326608063445	-	-	-	-
39	E_d13	Methanomicrobium	0.10617166369416839	-	-	-	-
40	E_d13	Methanobrevibacter	0.058647984330382354	-	-	-	-
41	E_d13	Methanomethylophilaceae uncl	0.47139181376955963	-	-	-	-
42	E_d13	Candidatus Methanomethylophilus	0.3022720778137964	-	-	-	-
43	E_d13	Methanimicrococcus	0.02083971529353324	Trt2	Trt4	0.019769406440668012	0.06288746909178472
44	E_d13	Methanimicrococcus	0.02083971529353324	Trt2	Trt1	0.9523456446736592	0.9523456446736592
45	E_d13	Methanimicrococcus	0.02083971529353324	Trt2	Trt5	0.027023864370910575	0.06288746909178472
46	E_d13	Methanimicrococcus	0.02083971529353324	Trt2	Trt3	0.8577144806607083	0.9523456446736592
47	E_d13	Methanimicrococcus	0.02083971529353324	Trt4	Trt1	0.02315095198524634	0.06288746909178472
48	E_d13	Methanimicrococcus	0.02083971529353324	Trt4	Trt5	0.9048611294504482	0.9523456446736592
49	E_d13	Methanimicrococcus	0.02083971529353324	Trt4	Trt3	0.03144373454589236	0.06288746909178472
50	E_d13	Methanimicrococcus	0.02083971529353324	Trt1	Trt5	0.03144373454589236	0.06288746909178472
51	E_d13	Methanimicrococcus	0.02083971529353324	Trt1	Trt3	0.9048611294504482	0.9523456446736592
52	E_d13	Methanimicrococcus	0.02083971529353324	Trt5	Trt3	0.04216493125336296	0.0702748854222716
53	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt2	Trt4	0.002797131027749218	0.027971310277492178
54	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt2	Trt1	0.2818778951720372	0.4026827073886246
55	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt2	Trt5	0.014240443399352938	0.07120221699676468
56	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt2	Trt3	0.12009340622463753	0.28187027825007205
57	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt4	Trt1	0.05573715698023402	0.18579052326744674
58	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt4	Trt5	0.5905389480451488	0.6324571358167663
59	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt4	Trt3	0.15134015402200507	0.28187027825007205
60	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt1	Trt5	0.16912216695004323	0.28187027825007205
61	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt1	Trt3	0.6324571358167663	0.6324571358167663
62	E_d13	Methanomethylophilaceae	0.026793289803834858	Trt5	Trt3	0.3698477182151414	0.46230964776892675
63	FL_d13	Methanomicrobium	0.0387764673498512	Trt2	Trt4	0.6757058487030954	0.7507842763367726
64	FL_d13	Methanomicrobium	0.0387764673498512	Trt2	Trt1	0.1351662724159878	0.2703325448319756
65	FL_d13	Methanomicrobium	0.0387764673498512	Trt2	Trt5	0.12023280053681225	0.2703325448319756
66	FL_d13	Methanomicrobium	0.0387764673498512	Trt2	Trt3	0.47328946538009	0.5916118317251124
67	FL_d13	Methanomicrobium	0.0387764673498512	Trt4	Trt1	0.055829294639240065	0.1860976487974669
68	FL_d13	Methanomicrobium	0.0387764673498512	Trt4	Trt5	0.2561796261420456	0.426966043570076
69	FL_d13	Methanomicrobium	0.0387764673498512	Trt4	Trt3	0.7650871933583798	0.7650871933583798
70	FL_d13	Methanomicrobium	0.0387764673498512	Trt1	Trt5	0.0023049801979101044	0.02304980197910104
71	FL_d13	Methanomicrobium	0.0387764673498512	Trt1	Trt3	0.027023864370910575	0.13511932185455286
72	FL_d13	Methanomicrobium	0.0387764673498512	Trt5	Trt3	0.40278369424647564	0.5754052774949653
73	FL_d13	Methanobrevibacter	0.16210998731350057	-	-	-	-
74	FL_d13	Methanomethylophilaceae uncl	0.11817619200856212	-	-	-	-
75	FL_d13	Candidatus Methanomethylophilus	0.0543415245289201	-	-	-	-
76	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt2	Trt4	0.08308118696647387	0.13846864494412314
77	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt2	Trt1	0.8110701293339075	0.8110701293339075
78	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt2	Trt5	0.0018861674592449368	0.009430837296224683
79	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt2	Trt3	0.04859508699288883	0.09719017398577766
80	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt4	Trt1	0.04859508699288883	0.09719017398577766
81	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt4	Trt5	0.1692825080005217	0.24183215428645957
82	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt4	Trt3	0.8110701293339075	0.8110701293339075
83	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt1	Trt5	0.0008179733199943956	0.008179733199943955
84	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt1	Trt3	0.027023864370910575	0.09007954790303525
85	FL_d13	Methanimicrococcus	0.0031165231132534057	Trt5	Trt3	0.2561796261420456	0.32022453267755696
86	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt2	Trt4	0.012073797243122887	0.060368986215614436
87	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt2	Trt1	0.04859508699288883	0.12148771748222206
88	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt2	Trt5	0.30965590304585666	0.4237248049739024
89	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt2	Trt3	0.9048611294504482	0.9048611294504482
90	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt4	Trt1	0.5906786252963061	0.6563095836625623
91	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt4	Trt5	0.1351662724159878	0.2703325448319756
92	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt4	Trt3	0.00855097923712533	0.060368986215614436
93	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt1	Trt5	0.33897984397912195	0.4237248049739024
94	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt1	Trt3	0.03646983035602654	0.12148771748222206
95	FL_d13	Methanomethylophilaceae	0.0277111652553527	Trt5	Trt3	0.2561796261420456	0.4237248049739024
96	FR_d13	Methanomicrobium	0.2849282857954452	-	-	-	-
97	FR_d13	Methanobrevibacter	0.5980585593428431	-	-	-	-
98	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt2	Trt4	0.01197194862831809	0.0847377686662097
99	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt2	Trt1	0.7809887670980944	0.8677652967756604
100	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt2	Trt5	0.01759870857355961	0.0847377686662097
101	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt2	Trt3	0.5421739134431893	0.7745341620616991
102	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt4	Trt1	0.025421330599862912	0.0847377686662097
103	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt4	Trt5	0.8894380063188804	0.8894380063188804
104	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt4	Trt3	0.05698300316214615	0.1139660063242923
105	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt1	Trt5	0.03608893459223867	0.09022233648059667
106	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt1	Trt3	0.7402682144236625	0.8677652967756604
107	FR_d13	Methanomethylophilaceae uncl	0.02184218784267098	Trt5	Trt3	0.07766031687749332	0.12943386146248886
108	FR_d13	Candidatus Methanomethylophilus	0.08830623391259987	-	-	-	-
109	FR_d13	Methanimicrococcus	0.029834834711118943	Trt2	Trt4	0.01093366506275826	0.0546683253137913
110	FR_d13	Methanimicrococcus	0.029834834711118943	Trt2	Trt1	0.404273123091177	0.5053414038639712
111	FR_d13	Methanimicrococcus	0.029834834711118943	Trt2	Trt5	0.22286565104239442	0.3183795014891349
112	FR_d13	Methanimicrococcus	0.029834834711118943	Trt2	Trt3	0.6688699420790932	0.7002896376500196
113	FR_d13	Methanimicrococcus	0.029834834711118943	Trt4	Trt1	0.08711843744714773	0.24907865429409948
114	FR_d13	Methanimicrococcus	0.029834834711118943	Trt4	Trt5	0.18488331471020425	0.3183795014891349
115	FR_d13	Methanimicrococcus	0.029834834711118943	Trt4	Trt3	0.002953743788797893	0.029537437887978926
116	FR_d13	Methanimicrococcus	0.029834834711118943	Trt1	Trt5	0.7002896376500196	0.7002896376500196
117	FR_d13	Methanimicrococcus	0.029834834711118943	Trt1	Trt3	0.20705192937162653	0.3183795014891349
118	FR_d13	Methanimicrococcus	0.029834834711118943	Trt5	Trt3	0.0996314617176398	0.24907865429409948
119	FR_d13	Methanomethylophilaceae	0.071877794987596	-	-	-	-
120	SAM_d13	Methanomicrobium	0.4256845536134075	-	-	-	-
121	SAM_d13	Methanobrevibacter	0.07233125551146241	-	-	-	-
122	SAM_d13	Methanomethylophilaceae uncl	0.4317225707773972	-	-	-	-
123	SAM_d13	Candidatus Methanomethylophilus	0.7959008800605164	-	-	-	-
124	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt2	Trt4	0.00855097923712533	0.04275489618562665
125	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt2	Trt1	0.9048611294504482	0.9048611294504482
126	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt2	Trt5	0.04216493125336296	0.08432986250672592
127	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt2	Trt3	0.5906786252963061	0.6563095836625623
128	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt4	Trt1	0.00597726809246342	0.04275489618562665
129	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt4	Trt5	0.5500973172303969	0.6563095836625623
130	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt4	Trt3	0.03646983035602654	0.08432986250672592
131	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt1	Trt5	0.03144373454589236	0.08432986250672592
132	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt1	Trt3	0.5109393498748492	0.6563095836625623
133	SAM_d13	Methanimicrococcus	0.014792731145705706	Trt5	Trt3	0.1351662724159878	0.22527712069331302
134	SAM_d13	Methanomethylophilaceae	0.36158923129957377	-	-	-	-
