# Constructed from biom file
#OTU ID	AB1000	AB1001	AB1002	AB1003	AB1004	AB1005	AB1006	AB1007	AB1008	AB1009	AB1010	AB1011	AB1012	AB1013	AB1014	AB1015	AB1016	AB1017	AB1018	AB1019	AB1020	AB1021	AB1022	AB1023	AB1024	AB1025	AB1026	AB1027	AB1028	AB1029	AB1030	AB1031	AB1032	AB1033	AB1034	AB1035	AB1036	AB1037	AB1038	AB1039	AB1040	AB1041	AB1042	AB1043	AB1044	AB1045	AB1046	AB1047	AB1048	AB1049	AB1050	AB1051	AB1052	AB1053	AB1054	AB1055	AB1056	AB1057	AB1058	AB1059	AB1060	AB1061	AB1062	AB1063	AB1064	AB1065	AB1066	AB1067	AB1068	AB1069	AB1070	AB1071	AB1072	AB1073	AB1074	AB1075	AB1076	AB2000	AB2001	AB2002	AB2003	AB2004	AB2005	AB2006	AB2007	AB2008	AB2009	AB2010	AB2011	AB2012	AB2013	AB2014	AB2015	AB2016	AB2017	AB2018	AB2019	AB2020	AB2021	AB2022	AB2023	AB2024	AB2025	AB2026	AB2027	AB2028	AB2029	AB2030	AB2031	AB2032	AB2033	AB2034	AB2035	AB2036	AB2037	AB2038	AB2039	AB2040	AB2041	AB2042	AB2043	AB2044	AB2045	AB2046	AB2047	AB2048	AB2049	AB2050	AB2051	AB2052	AB2053	AB2054	AB2055	AB2056	AB2057	AB2058	AB2059	AB2060	AB2061	AB2062	AB2063	AB2064	AB2065	AB2066	AB2067	AB2068	AB2069	AB2070	AB2071	AB2072	AB2073	AB2074	AB2075	AB2076
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Candidatus_Nitrocosmicus	0.0	0.0	0.00010560777273207308	0.00014216661927779356	0.0	6.239470892868285e-05	8.560178051703475e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00013941168269901018	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00022984542894903176	0.00010117361392148928	0.0	0.00022147167930900837	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.634170547370028e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaeraceae	0.0	0.0	0.00021121554546414616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001548467017652524	0.0	0.0	0.0	0.0	0.0	0.0	8.076239702794379e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00010406910188365075	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00011661807580174928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.848061528802385e-05	7.664597225415804e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.549646319098769e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6869881710646044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014544396771143918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001635858007524947	0.0	0.00010383137784238397	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.24727205474385e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027882336539802036	0.0	0.0	0.0	0.00011564704521799469	0.0	0.0	0.0	0.0001304631441617743	0.00012866700977869275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.358914365933551e-05	0.0	0.0	0.0	0.0	0.0	0.00011947431302270011	0.0	0.0	0.0	0.0	0.0	0.00022545372562281593	0.0	0.0
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0.8185515960739235	0.7180851063829787	0.7738937585806316	0.8451805516064828	0.8883294506650635	0.9127721969177014	0.8453175826057182	0.7925289372150123	0.6957527171818392	0.6574508560558021	0.6855034644110501	0.6871226368405424	0.6151985861780299	0.6799318813301066	0.7086411149825784	0.7253110934604183	0.7504453152832206	0.7637809506596783	0.6540567446490791	0.750774393391843	0.7658157602663707	0.7740786621244967	0.6976934402093898	0.7823338735818477	0.838023050565881	0.8115793518637121	0.7270671591166051	0.7145569074122012	0.6955257632046519	0.7046023493163874	0.7318664926347194	0.7686528939730237	0.8217080639673359	0.7472720547438506	0.7271880819366853	0.7450307003850557	0.7417677642980935	0.8201403623306676	0.8058529621698787	0.8775907636667131	0.8421673624977309	0.8476063322525271	0.8534167355128054	0.8190387404184793	0.8106203007518797	0.8231356552661856	0.8444983648064142	0.8228077512895581	0.72	0.8273118560062606	0.7869522158950235	0.804556493581589	0.8135662063363119	0.7744285355438332	0.7742408684171923	0.8013046314416178	0.796062789500772	0.8214956040699397	0.8585665311329028	0.9040966881180349	0.9174522878822717	0.919507098075953	0.9317548746518106	0.8791208791208791	0.8965897522904649	0.893201599623618	0.882638126600805	0.8478715980460573	0.8185514372163388	0.8704029835284367	0.8330158018603608	0.7738289760348583	0.7228246137164543	0.8483715963694608	0.8531282525731467	0.8481535917692449	0.7867193675889328	0.7855761260016579	0.8174452680572315	0.7725617159044921	0.8275336066355229	0.8140191573002602	0.8432237664534157	0.8344119822485208	0.6808143547273982	0.6175521350546177	0.7488530606894743	0.44288354898336413	0.7119428090832632	0.4740805604203152	0.6507588532883642	0.548520268589903	0.6702467343976778	0.7112403100775194	0.7504584752423369	0.6908908908908908	0.6845126835781041	0.5068238789341751	0.7490012159110648	0.658549457177322	0.744711195626337	0.7629695885509838	0.742508038585209	0.7455072793448589	0.7797150190282326	0.7699302178050328	0.78258242706715	0.7850772242767022	0.8173076923076923	0.8342474101157831	0.818561941461015	0.8186776859504132	0.8165070679434564	0.7824962276352663	0.8061619445734634	0.8461807223653753	0.8703674581957331	0.8133019114951558	0.9020158827122785	0.8748545666084933	0.8533062690295886	0.8573936941751279	0.8515368421052631	0.8726383036563817	0.8387005649717514	0.8425255972696246	0.8630863935470177	0.8159324584134414	0.863183813296221	0.8245426235889451	0.7732536764705882	0.8033026755852842	0.8113530539578198	0.8062346760070053	0.8546141948788452	0.8606646789324413	0.8724330540496139	0.8679501314561954	0.8676556991774383	0.8773046326626112	0.8533581222402975	0.8569854132901135	0.8553065260382333	0.876817981489643	0.822799686602246	0.7854241338112306	0.8097790560857628	0.8223151645979493	0.8172043010752689	0.8262968669748331	0.8081458966565349	0.8120843196933829	0.8031719730145579	0.82819782496116
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	0.04589265187019188	0.046000788022064615	0.02946456859224839	0.08458913847028718	0.02818065679717442	0.012291757658950521	0.040575243965074476	0.01806383725008769	0.0187312109766438	0.018516169942929612	0.02006658867992441	0.026130852222112245	0.026137103525253464	0.029846732992739985	0.02013937282229965	0.03216838760921366	0.023334520840755255	0.02485089463220676	0.030363364858138377	0.02839442436757873	0.02094894561598224	0.020904304738309076	0.025028627515131685	0.02025931928687196	0.010902294673450316	0.01844498526962982	0.02344162206979724	0.018379497799637587	0.02325957034404781	0.022722896206431736	0.021816147678538133	0.0194638893631552	0.011908812521265737	0.01553541705196967	0.02036778398510242	0.022062649599333958	0.02391681109185442	0.02848049616451771	0.028372591006423982	0.01544025594658506	0.021601016518424398	0.020312798016402824	0.016877139147881505	0.018748705199917132	0.020598370927318296	0.02008158142453718	0.018778352146850932	0.03736233096333473	0.038717201166180756	0.021912090778661797	0.02153998514483783	0.017578350873135192	0.021933387489845652	0.018713890982165284	0.0199501246882793	0.020482713633398566	0.01788471435923829	0.021930257828706907	0.018097743761460575	0.01098728614032334	0.010500498198819652	0.01066512935072422	0.007921309192200557	0.014797084104014797	0.014591109602986088	0.0103505057633498	0.015642151481888036	0.018376366596882996	0.018059757942511346	0.011706205324769502	0.01916395830998543	0.02627995642701525	0.03971265925725129	0.012680192205018686	0.015034115878339308	0.016167554657358075	0.024901185770750987	0.03177673390439348	0.021662931678446243	0.030048563334682313	0.025741252740966728	0.0198770832179835	0.018530774321641297	0.020710059171597635	0.061076604554865424	0.02830188679245283	0.026084676890811377	0.023290203327171903	0.04667788057190917	0.030122591943957968	0.0924114671163575	0.0342203431982094	0.03918722786647315	0.026701119724375538	0.014671207754781241	0.020887554220887554	0.06822429906542056	0.029245195432179	0.023883967344102832	0.019601930036188178	0.05823627287853577	0.022560127211290002	0.06353697749196141	0.02888989990900819	0.03380830161961235	0.027172763797843096	0.023562920766442258	0.03589297367848597	0.017227564102564104	0.014244363193174894	0.01344592932688366	0.01925619834710744	0.03483812129502964	0.023604225048501834	0.01648862052949373	0.016290343713150194	0.010955600985479897	0.029719821942916995	0.016371411117898596	0.013161721931355438	0.016941213209462097	0.013741506985266052	0.018863157894736842	0.014815821666440125	0.018361581920903956	0.014812286689419795	0.016663128847378476	0.019476719886316142	0.00995610748313885	0.020533281432463992	0.019761029411764705	0.019648829431438128	0.021569433032046014	0.018563922942206657	0.019533711405166982	0.01803505199621846	0.016182027271233777	0.016538037486218304	0.019388954171562868	0.014599906410856341	0.01905647222867767	0.015948136142625607	0.015051637002856515	0.009255178492728075	0.02050143640637242	0.02939068100358423	0.01895672636946006	0.020844576362655153	0.018545920883890697	0.019619928094504364	0.01264437689969605	0.01927629354075076	0.017516865901290094	0.01579492490937338
d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__uncultured	0.0015032275179060926	0.002364066193853428	0.00137290104551695	0.0018481660506113164	0.00037574209062899225	0.0005615523803581456	0.0017976373908577298	0.0	0.00023124951823017036	0.0007609384908053266	0.0002699541078016737	0.00019796100168266851	0.00018602920658543392	0.0	0.00013937282229965157	0.0003971405877680699	0.0005343783398646241	0.00027110066871498283	0.0	0.0010325245224574084	0.00013873473917869035	0.0	0.0006543432030099788	0.0009724473257698541	0.0	0.0	0.0003014999623125047	0.0003451548882561049	0.00016152479405588758	0.00019256691700365877	0.00027969420100689915	0.0	0.0003402517863218782	0.00046236360273719255	0.00023277467411545624	0.00010406910188365075	0.0	0.0009792720744246776	0.0006245538900785154	0.00027820280984837946	0.0002722817208204756	0.00038146099561319857	0.00011802195208308746	0.000725088046405635	0.001331453634085213	0.00031377470975839345	0.0007384745226289693	0.0011152934615920815	0.0009329446064139942	0.0010434328942219902	0.0003713790542213419	0.00046258818087197874	0.00020308692120227456	0.00012559658377292137	0.0005867683731846853	0.0001304631441617743	0.0002573340195573855	0.0004939247258717772	0.00047835446065534564	0.00047088369172814315	7.664597225415804e-05	7.206168480219068e-05	0.00034818941504178273	0.0002176041780002176	0.00016966406515100103	0.00035285815102328866	9.147457006952067e-05	0.0006978367062107466	0.00028366111951588503	0.0004143789495493629	0.0	0.0004084967320261438	0.0010843046896177825	0.00013347570742124932	0.00023129409043598937	9.186110600771634e-05	0.00023715415019762845	0.0013125172699640785	0.001034304430270643	0.0010117361392148927	0.002764801220326056	0.0023254526327445876	0.0013971615559967645	0.0008321005917159764	0.0005175983436853002	0.00024826216484607745	0.00026215755669157164	0.00018484288354898336	0.00021026072329688813	0.00017513134851138354	0.00016863406408094435	0.0	0.00029027576197387516	0.0002153316106804479	0.00013099292638197538	0.0002002002002002002	0.000267022696929239	9.284189026088571e-05	0.0005211047420531526	0.0002261761158021713	0.0001188495364868077	0.0001490757304710793	0.0002572347266881029	5.6869881710646044e-05	8.850340738118418e-05	0.0006343835906111228	0.0002589331952356292	0.00043506634761801175	0.00020032051282051281	0.00022851919561243144	0.00032794949577765023	0.0	9.119927040583675e-05	0.00010778184953653804	0.00038705681994116736	0.0011791937808446522	0.00041935314776956543	0.0005236973029588898	0.00018326206475259622	0.0005090168702734148	0.00015614021391209307	0.00022902511642110084	0.0005052631578947368	0.0002718499388337638	0.002401129943502825	0.00040955631399317407	0.0	0.00016718214494691966	0.00032116475752060807	0.0002919423900350331	0.00045955882352941176	0.00020903010033444816	0.000479320734045467	0.00028021015761821365	0.00040098527811193216	0.0006544978547014762	0.0003285690816494168	0.00025443134594182	0.0002937720329024677	0.00018717828731867103	0.00023239600278875203	0.0008427876823338735	0.00021973192704900023	0.00022036139268400177	0.00026116479498563595	0.0007168458781362007	0.0005229441757092431	0.0002698327037236913	0.00019729703067968826	0.00010272213662044171	0.0006079027355623101	0.0007890880396798557	0.0	0.0001294665976178146
d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanomicrobium	0.04262092139004333	0.07899921197793539	0.0651599957756891	0.023315325561558145	0.04621627714736605	0.021775753416110315	0.03946242081835302	0.07418449666783584	0.1472288599398751	0.1492707672796449	0.14955457572212724	0.1213500940314758	0.19337736024555854	0.13480326252576857	0.1545644599303136	0.10484511517077046	0.09494121838261489	0.08367973974335803	0.16314086610253858	0.07137325761486835	0.0978079911209767	0.08408175905853206	0.1442826762637003	0.07277147487844408	0.08576471809780915	0.06980914563852952	0.10921836134770484	0.08300975062559324	0.10256824422548862	0.09705372616984402	0.09528249114301697	0.08007512378350691	0.05903368492684587	0.07943406695024968	0.09997672253258845	0.08783432198980123	0.0904679376083189	0.059490778521299165	0.05344396859386153	0.0446515509806649	0.05245961154474496	0.0532138088880412	0.052519768676973916	0.05759270768593329	0.0599937343358396	0.06442840707039013	0.05781200548581074	0.053534086156419906	0.07346938775510205	0.05947567497065345	0.0805892547660312	0.06811610963339887	0.07412672623883022	0.07322280833961316	0.07789350154026697	0.06327462491846053	0.07192485846628924	0.059270967104613256	0.04384915889340668	0.034845393187882594	0.03180807848547559	0.02651870000720617	0.02541782729805014	0.035143074747035145	0.03130302002035969	0.03363914373088685	0.038419319429198684	0.04628983484531286	0.055408472012102875	0.041645084429710974	0.05603496581867085	0.07366557734204793	0.09135267010029818	0.044580886278697274	0.044061524228055975	0.04795149733602792	0.08268774703557312	0.05726720088422216	0.05602482330632649	0.06434641845406718	0.04766898655734579	0.04634294889541	0.04272372968600632	0.0472448224852071	0.18478260869565216	0.30275571002979146	0.1599161095818587	0.4931608133086876	0.15538267451640034	0.4159369527145359	0.16812816188870153	0.36314349664262624	0.205418480890179	0.2087998851564743	0.1042703694000524	0.23189856523189856	0.1590120160213618	0.39903444434128676	0.1585895431648428	0.28068455971049455	0.13364630377941525	0.1806797853309481	0.11241157556270097	0.17009781619654232	0.1202761306310293	0.13755550856417847	0.13421370619713446	0.1183380465520992	0.12259615384615384	0.09849177330895795	0.12002951545461998	0.1068595041322314	0.08919288645690834	0.1405475317956456	0.043195541105434276	0.04694938201511115	0.041673219059600565	0.055446451950772455	0.030054978619425778	0.04217568353694008	0.041299086579748616	0.04840064127032598	0.047578947368421054	0.036699741742558106	0.039265536723163845	0.04327645051194539	0.04563786881766079	0.06210816684778066	0.04282196766941441	0.06666017905799922	0.0671875	0.06835284280936454	0.05834018077239113	0.08483362521891419	0.05012315976399152	0.04254236055559596	0.04608181370133071	0.05020778559918582	0.046122209165687426	0.04604585868039308	0.04462003253544039	0.04492706645056726	0.04460558119094704	0.0499118554429264	0.05941499085923217	0.06642771804062127	0.06013858020656295	0.06334322719913653	0.06283910427148072	0.06707755521314844	0.06638297872340425	0.067974298275279	0.06509646111965914	0.07301916105644744
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanimicrococcus	0.0	0.00019700551615445234	0.0	0.0	7.514841812579845e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.922198429693076e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001304631441617743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010117361392148928	9.533797311469158e-05	5.536791982725209e-05	0.00022060445621001543	9.245562130177515e-05	0.0001725327812284334	0.0	0.00026215755669157164	0.0	0.0	0.0	0.0	0.0	0.00038703434929850025	0.0	0.0	0.0	0.00040053404539385846	0.0	0.0	0.0	0.0	0.0	0.0002572347266881029	5.6869881710646044e-05	8.850340738118418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00016528925619834712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.344300822561692e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarciniales;f__Methanosarcinaceae;g__Methanosarcina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00017812611328820805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.245562130177515e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001435544071202986	0.00013099292638197538	0.0	0.0001335113484646195	0.0	0.0	0.0	0.0	4.9691910157026436e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00020032051282051281	0.0	0.0	0.0	9.119927040583675e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.537499057812617e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012379301807378064	0.0	0.00010154346060113728	0.0	0.0	0.0	0.0	9.878494517435543e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.17772035601493e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.6869881710646044e-05	0.0	0.00010573059843518714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.367384373498712e-05	0.0	0.00013092432573972245	0.0	0.0	0.0	7.634170547370028e-05	0.0	0.0	0.0	6.825938566552901e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.005253940455341e-05	0.00011456722231769491	7.272198385571959e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.745817593092283e-05	0.0	0.0	0.00012158054711246201	0.0	0.0	0.0
